group_id,group_name,group_level,dataframe,indicator_id,mean,std,min,max,n_observations,n_experiments,system,product_mix,automation_degree,division_type,num_stations,system_type,automation_level,mean_normalized
G11,Product_Mix_x_System,balanced_system_05,df_resource,IND02,19.8,7.77,8.88,30.98,20.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_process,IND03,11.16,6.66,0.11,25.85,1640.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_product,IND04,298.19,84.76,144.0,500.0,160.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_process,IND05,1987.68,1717.74,0.0,9565.0,1640.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_process,IND06,74.0,87.53,0.0,336.0,1640.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_experiments,economic_score,0.28,0.0,0.27,0.28,4.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_experiments,environmental_score,0.17,0.02,0.15,0.19,4.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_experiments,rank,,,,,0.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_experiments,rank_all,52.5,12.82,41.0,68.0,4.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,balanced_system_05,df_experiments,total_weighted_score,0.45,0.02,0.42,0.47,4.0,4,system_05,balanced,,,,,,
G11,Product_Mix_x_System,front_system_01,df_process,IND01,0.09,0.12,0.0,2.43,2080.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_resource,IND02,42.93,22.44,9.71,70.76,12.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_process,IND03,11.44,15.89,0.11,320.98,2080.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_product,IND04,797.04,594.62,144.0,2069.0,160.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_process,IND05,1947.15,1396.85,0.0,4870.0,2080.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_process,IND06,75.05,82.04,0.0,280.4,2080.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_experiments,economic_score,0.4,0.0,0.39,0.4,4.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_experiments,environmental_score,0.18,0.03,0.15,0.21,4.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_experiments,rank,10.25,3.77,6.0,15.0,4.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_experiments,rank_all,12.5,5.0,7.0,19.0,4.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_01,df_experiments,total_weighted_score,0.58,0.03,0.54,0.6,4.0,4,system_01,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_process,IND01,0.08,0.05,0.0,0.2,2080.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_resource,IND02,30.21,4.97,21.45,37.36,16.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_process,IND03,10.74,7.08,0.11,25.85,2080.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_product,IND04,339.24,110.57,150.0,584.0,160.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_process,IND05,1947.15,1396.85,0.0,4870.0,2080.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_process,IND06,75.05,82.04,0.0,280.4,2080.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_experiments,economic_score,0.36,0.0,0.36,0.36,4.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_experiments,environmental_score,0.2,0.02,0.17,0.22,4.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_experiments,rank,15.0,1.41,14.0,16.0,2.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_experiments,rank_all,18.0,4.32,14.0,24.0,4.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_02,df_experiments,total_weighted_score,0.55,0.02,0.53,0.57,4.0,4,system_02,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_process,IND01,0.08,0.13,0.0,3.93,2080.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_resource,IND02,25.24,14.45,7.74,56.43,20.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_process,IND03,11.21,17.19,0.11,518.98,2080.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_product,IND04,692.99,543.67,167.0,2040.0,160.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_process,IND05,1947.15,1396.85,0.0,4870.0,2080.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_process,IND06,75.05,82.04,0.0,280.4,2080.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_experiments,economic_score,0.31,0.01,0.3,0.32,4.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_experiments,environmental_score,0.19,0.03,0.15,0.22,4.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_experiments,rank,23.0,,23.0,23.0,1.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_experiments,rank_all,33.75,12.69,21.0,49.0,4.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_03,df_experiments,total_weighted_score,0.49,0.04,0.45,0.53,4.0,4,system_03,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_process,IND01,0.08,0.05,0.0,0.2,2080.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_resource,IND02,24.17,7.99,12.74,37.36,20.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_process,IND03,10.74,7.08,0.11,25.85,2080.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_product,IND04,331.65,101.79,150.0,524.0,160.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_process,IND05,1947.15,1396.85,0.0,4870.0,2080.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_process,IND06,75.05,82.04,0.0,280.4,2080.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_experiments,economic_score,0.32,0.0,0.32,0.33,4.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_experiments,environmental_score,0.2,0.02,0.17,0.22,4.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_experiments,rank,,,,,0.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_experiments,rank_all,25.5,5.2,20.0,32.0,4.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,front_system_05,df_experiments,total_weighted_score,0.52,0.02,0.49,0.54,4.0,4,system_05,front,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_process,IND01,0.09,0.11,0.0,2.39,2477.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_resource,IND02,53.36,25.98,15.52,85.95,12.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_process,IND03,11.94,15.0,0.11,315.15,2477.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_product,IND04,1774.48,1137.88,268.0,4735.0,160.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_process,IND05,2031.9,1467.75,365.0,4870.0,2477.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_process,IND06,79.13,86.11,2.44,280.4,2477.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_experiments,economic_score,0.43,0.02,0.41,0.46,4.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_experiments,environmental_score,0.2,0.03,0.17,0.23,4.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_experiments,rank,5.25,4.03,1.0,10.0,4.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_experiments,rank_all,6.0,4.97,1.0,12.0,4.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_01,df_experiments,total_weighted_score,0.63,0.05,0.59,0.69,4.0,4,system_01,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_process,IND01,0.09,0.06,0.0,0.2,2560.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_resource,IND02,39.73,4.91,33.55,46.0,16.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_process,IND03,11.47,7.67,0.11,25.85,2560.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_product,IND04,410.43,109.78,238.0,645.0,160.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_process,IND05,2010.88,1472.17,365.0,4870.0,2560.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_process,IND06,78.31,85.98,2.44,280.4,2560.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_experiments,economic_score,0.42,0.0,0.42,0.42,4.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_experiments,environmental_score,0.21,0.03,0.17,0.24,4.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_experiments,rank,4.75,2.5,2.0,8.0,4.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_experiments,rank_all,5.5,3.42,2.0,10.0,4.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_02,df_experiments,total_weighted_score,0.63,0.03,0.6,0.67,4.0,4,system_02,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_process,IND01,0.09,0.17,0.0,3.93,2493.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_resource,IND02,33.4,19.91,12.38,79.52,20.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_process,IND03,12.38,22.42,0.11,518.98,2493.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_product,IND04,3473.01,1602.97,422.0,7404.0,160.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_process,IND05,2040.78,1480.33,365.0,4870.0,2493.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_process,IND06,79.58,86.57,2.44,280.4,2493.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_experiments,economic_score,0.25,0.03,0.21,0.27,4.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_experiments,environmental_score,0.19,0.03,0.16,0.23,4.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_experiments,rank,25.0,4.36,20.0,28.0,3.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_experiments,rank_all,61.5,29.49,33.0,93.0,4.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_03,df_experiments,total_weighted_score,0.44,0.05,0.38,0.49,4.0,4,system_03,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_process,IND01,0.09,0.06,0.0,0.2,2560.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_resource,IND02,31.78,10.79,16.76,46.0,20.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_process,IND03,11.47,7.67,0.11,25.85,2560.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_product,IND04,403.7,97.18,239.0,549.0,160.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_process,IND05,2010.88,1472.17,365.0,4870.0,2560.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_process,IND06,78.31,85.98,2.44,280.4,2560.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_experiments,economic_score,0.38,0.01,0.37,0.39,4.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_experiments,environmental_score,0.21,0.03,0.17,0.24,4.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_experiments,rank,12.5,0.71,12.0,13.0,2.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_experiments,rank_all,11.5,5.51,5.0,17.0,4.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,hd_system_05,df_experiments,total_weighted_score,0.59,0.04,0.55,0.63,4.0,4,system_05,hd,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_process,IND01,0.08,0.08,0.0,2.39,1340.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_resource,IND02,26.71,17.77,3.1,52.19,12.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_process,IND03,11.05,10.18,0.11,315.15,1340.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_product,IND04,394.36,192.66,144.0,1785.0,160.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_process,IND05,1883.16,1682.51,0.0,9565.0,1340.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_process,IND06,67.67,82.44,0.0,336.0,1340.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_experiments,economic_score,0.29,0.01,0.29,0.3,4.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_experiments,rank,26.0,,26.0,26.0,1.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_experiments,rank_all,54.0,6.68,48.0,63.0,4.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_01,df_experiments,total_weighted_score,0.45,0.01,0.43,0.45,4.0,4,system_01,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_process,IND01,0.08,0.05,0.0,0.18,1340.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_resource,IND02,19.64,2.6,16.62,24.9,16.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_process,IND03,10.83,5.89,0.11,23.98,1340.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_product,IND04,267.81,63.6,147.0,392.0,160.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_process,IND05,1883.16,1682.51,0.0,9565.0,1340.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_process,IND06,67.67,82.44,0.0,336.0,1340.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_experiments,economic_score,0.26,0.0,0.26,0.26,4.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_experiments,environmental_score,0.16,0.01,0.14,0.17,4.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_experiments,rank,,,,,0.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_experiments,rank_all,75.0,9.93,65.0,87.0,4.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_02,df_experiments,total_weighted_score,0.42,0.01,0.4,0.43,4.0,4,system_02,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_process,IND01,0.08,0.05,0.0,0.18,1340.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_resource,IND02,19.64,12.21,3.1,39.24,16.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_process,IND03,10.83,5.89,0.11,23.98,1340.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_product,IND04,349.06,82.53,196.0,650.0,160.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_process,IND05,1883.16,1682.51,0.0,9565.0,1340.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_process,IND06,67.67,82.44,0.0,336.0,1340.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_experiments,economic_score,0.26,0.0,0.26,0.26,4.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_experiments,environmental_score,0.16,0.01,0.14,0.17,4.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_experiments,rank,,,,,0.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_experiments,rank_all,78.25,8.54,70.0,89.0,4.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_03,df_experiments,total_weighted_score,0.41,0.01,0.4,0.42,4.0,4,system_03,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_process,IND01,0.08,0.05,0.0,0.18,1340.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_resource,IND02,15.71,5.25,8.45,23.88,20.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_process,IND03,10.83,5.89,0.11,23.98,1340.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_product,IND04,266.18,62.06,144.0,383.0,160.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_process,IND05,1883.16,1682.51,0.0,9565.0,1340.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_process,IND06,67.67,82.44,0.0,336.0,1340.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_experiments,economic_score,0.24,0.0,0.24,0.24,4.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_experiments,environmental_score,0.16,0.01,0.14,0.17,4.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_experiments,rank,,,,,0.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_experiments,rank_all,88.25,5.38,83.0,95.0,4.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,mixed_system_05,df_experiments,total_weighted_score,0.39,0.02,0.37,0.41,4.0,4,system_05,mixed,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_process,IND01,0.1,0.1,0.0,2.39,1360.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_resource,IND02,31.02,18.47,6.19,58.71,12.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_process,IND03,12.65,13.23,0.11,315.15,1360.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_product,IND04,461.06,287.93,191.0,1792.0,160.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_process,IND05,2084.88,2117.81,365.0,9565.0,1360.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_process,IND06,74.57,96.96,2.44,336.0,1360.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_experiments,economic_score,0.32,0.0,0.31,0.32,4.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_experiments,rank,23.0,1.41,22.0,24.0,2.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_experiments,rank_all,42.75,8.1,35.0,52.0,4.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_01,df_experiments,total_weighted_score,0.47,0.02,0.45,0.48,4.0,4,system_01,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_process,IND01,0.09,0.05,0.0,0.18,1360.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_resource,IND02,22.46,2.7,19.19,27.38,16.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_process,IND03,12.21,6.34,0.11,23.98,1360.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_product,IND04,275.77,65.11,171.0,399.0,160.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_process,IND05,2084.88,2117.81,365.0,9565.0,1360.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_process,IND06,74.57,96.96,2.44,336.0,1360.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_experiments,economic_score,0.28,0.0,0.28,0.28,4.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_experiments,environmental_score,0.15,0.01,0.14,0.17,4.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_experiments,rank,,,,,0.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_experiments,rank_all,61.75,11.53,51.0,77.0,4.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_02,df_experiments,total_weighted_score,0.44,0.02,0.42,0.45,4.0,4,system_02,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_process,IND01,0.09,0.05,0.0,0.18,1360.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_resource,IND02,22.46,16.37,6.19,52.29,16.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_process,IND03,12.21,6.34,0.11,23.98,1360.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_product,IND04,440.63,224.82,196.0,1633.0,160.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_process,IND05,2084.88,2117.81,365.0,9565.0,1360.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_process,IND06,74.57,96.96,2.44,336.0,1360.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_experiments,economic_score,0.27,0.0,0.27,0.28,4.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_experiments,environmental_score,0.15,0.01,0.14,0.17,4.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_experiments,rank,,,,,0.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_experiments,rank_all,68.25,13.0,55.0,83.0,4.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_03,df_experiments,total_weighted_score,0.43,0.02,0.41,0.45,4.0,4,system_03,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND01,0.09,0.05,0.0,0.18,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_resource,IND02,17.97,6.13,9.71,28.83,20.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND03,12.21,6.34,0.11,23.98,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_product,IND04,275.39,63.82,168.0,384.0,160.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND05,2084.88,2117.81,365.0,9565.0,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_process,IND06,74.57,96.96,2.44,336.0,1360.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,economic_score,0.26,0.0,0.25,0.26,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,environmental_score,0.15,0.01,0.14,0.17,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,rank,,,,,0.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,rank_all,77.5,13.38,62.0,91.0,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,rear_system_05,df_experiments,total_weighted_score,0.41,0.02,0.39,0.43,4.0,4,system_05,rear,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_resource,IND02,32.05,19.55,5.05,56.02,12.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_product,IND04,521.91,372.01,144.0,1618.0,160.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,economic_score,0.32,0.0,0.32,0.32,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,rank,23.0,2.83,21.0,25.0,2.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,rank_all,41.5,8.96,33.0,53.0,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_01,df_experiments,total_weighted_score,0.47,0.02,0.45,0.49,4.0,4,system_01,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_resource,IND02,24.04,3.4,19.1,30.17,16.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND03,11.69,6.59,0.11,25.85,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_product,IND04,294.11,74.33,150.0,430.0,160.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND05,1897.92,1672.58,0.0,9565.0,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_process,IND06,68.66,83.85,0.0,336.0,1520.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,economic_score,0.28,0.0,0.28,0.28,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,environmental_score,0.15,0.02,0.13,0.17,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,rank,,,,,0.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,rank_all,65.5,12.23,54.0,82.0,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_02,df_experiments,total_weighted_score,0.43,0.02,0.41,0.45,4.0,4,system_02,sa_rd,,,,,,
G11,Product_Mix_x_System,sa_rd_system_03,df_process,IND01,0.09,0.05,0.0,0.2,1520.0,4,system_03,sa_rd,,,,,,
