exp_id,system,product_mix,automation_level,caseID,product_id,product_type,station_id,component_name,step_name,quality,start_time,end_time,process_duration
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-01_S1S2,comp_006_BOSP_1/2,BOSP,1.0,2025-01-01 07:12:04,2025-01-01 07:20:53,8.8
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-02_S3S4,comp_001_RT_1/2,RT,1.0,2025-01-01 07:16:56,2025-01-01 07:28:06,11.2
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-01_S1S2,comp_006_BOSP_2/2,BOSP,1.0,2025-01-01 07:21:53,2025-01-01 07:30:43,8.8
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-02_S3S4,comp_001_RT_2/2,RT,1.0,2025-01-01 07:29:06,2025-01-01 07:40:16,11.2
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-01_S1S2,comp_006_BAT,BAT,1.0,2025-01-01 07:31:43,2025-01-01 07:38:43,7.0
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-02_S3S4,comp_001_FT_1/2,FT,1.0,2025-01-01 07:41:16,2025-01-01 07:53:46,12.5
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-01_S1S2,comp_008_BOSP_1/2,BOSP,1.0,2025-01-01 07:43:43,2025-01-01 07:52:33,8.8
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-01_S1S2,comp_008_BOSP_2/2,BOSP,1.0,2025-01-01 07:53:33,2025-01-01 08:02:23,8.8
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-02_S3S4,comp_001_FT_2/2,FT,1.0,2025-01-01 07:54:46,2025-01-01 08:07:16,12.5
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-01_S1S2,comp_008_BAT,BAT,1.0,2025-01-01 08:03:23,2025-01-01 08:10:23,7.0
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-02_S3S4,comp_002_RT_1/2,RT,1.0,2025-01-01 08:12:16,2025-01-01 08:23:26,11.2
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-02_S3S4,comp_002_RT_2/2,RT,1.0,2025-01-01 08:24:26,2025-01-01 08:35:36,11.2
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-05_S6S8,comp_001_SSA_1/2,SSA,1.0,2025-01-01 08:25:02,2025-01-01 08:46:52,21.8
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-02_S3S4,comp_002_FT_1/2,FT,1.0,2025-01-01 08:36:36,2025-01-01 08:49:06,12.5
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-05_S6S8,comp_001_SSA_2/2,SSA,1.0,2025-01-01 08:47:52,2025-01-01 09:09:42,21.8
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-02_S3S4,comp_002_FT_2/2,FT,1.0,2025-01-01 08:50:06,2025-01-01 09:02:36,12.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-02_S3S4,comp_003_RT_1/2,RT,1.0,2025-01-01 09:07:36,2025-01-01 09:18:47,11.2
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-05_S6S8,comp_001_BSA_1/2,BSA,1.0,2025-01-01 09:10:42,2025-01-01 09:27:12,16.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-02_S3S4,comp_003_RT_2/2,RT,1.0,2025-01-01 09:19:47,2025-01-01 09:30:57,11.2
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-05_S6S8,comp_001_BSA_2/2,BSA,1.0,2025-01-01 09:28:12,2025-01-01 09:44:42,16.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-02_S3S4,comp_003_FT_1/2,FT,1.0,2025-01-01 09:31:57,2025-01-01 09:44:27,12.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-02_S3S4,comp_003_FT_2/2,FT,1.0,2025-01-01 09:45:27,2025-01-01 09:57:57,12.5
exp073,system_03,mixed,a00,1,prod_001_car_sa,car_sa,ws-05_S6S8,comp_001_CSEB-NABS,CSEB-NABS,1.0,2025-01-01 09:45:42,2025-01-01 09:45:48,0.1
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-05_S6S8,comp_002_SSA_1/2,SSA,1.0,2025-01-01 09:49:48,2025-01-01 10:11:37,21.8
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-02_S3S4,comp_006_RT_1/2,RT,1.0,2025-01-01 10:02:57,2025-01-01 10:14:07,11.2
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-05_S6S8,comp_002_SSA_2/2,SSA,1.0,2025-01-01 10:12:37,2025-01-01 10:34:27,21.8
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-02_S3S4,comp_006_RT_2/2,RT,1.0,2025-01-01 10:15:07,2025-01-01 10:26:17,11.2
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-02_S3S4,comp_006_FT_1/2,FT,1.0,2025-01-01 10:27:17,2025-01-01 10:39:47,12.5
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-05_S6S8,comp_002_BSA_1/2,BSA,1.0,2025-01-01 10:35:27,2025-01-01 10:51:57,16.5
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-02_S3S4,comp_006_FT_2/2,FT,1.0,2025-01-01 10:40:47,2025-01-01 10:53:17,12.5
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-05_S6S8,comp_002_BSA_2/2,BSA,1.0,2025-01-01 10:52:57,2025-01-01 11:09:27,16.5
exp073,system_03,mixed,a00,6,prod_006_car_tl,car_tl,ws-02_S3S4,comp_006_CRE,CRE,1.0,2025-01-01 10:54:17,2025-01-01 10:54:23,0.1
exp073,system_03,mixed,a00,4,prod_004_car_sa,car_sa,ws-02_S3S4,comp_004_RT_1/2,RT,1.0,2025-01-01 10:58:23,2025-01-01 11:09:33,11.2
exp073,system_03,mixed,a00,2,prod_002_car_sa,car_sa,ws-05_S6S8,comp_002_CSEB-NABS,CSEB-NABS,1.0,2025-01-01 11:10:27,2025-01-01 11:10:33,0.1
exp073,system_03,mixed,a00,4,prod_004_car_sa,car_sa,ws-02_S3S4,comp_004_RT_2/2,RT,1.0,2025-01-01 11:10:33,2025-01-01 11:21:44,11.2
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-05_S6S8,comp_003_SSA_1/2,SSA,1.0,2025-01-01 11:14:33,2025-01-01 11:36:23,21.8
exp073,system_03,mixed,a00,4,prod_004_car_sa,car_sa,ws-02_S3S4,comp_004_FT_1/2,FT,1.0,2025-01-01 11:22:44,2025-01-01 11:35:14,12.5
exp073,system_03,mixed,a00,4,prod_004_car_sa,car_sa,ws-02_S3S4,comp_004_FT_2/2,FT,1.0,2025-01-01 11:36:14,2025-01-01 11:48:44,12.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-05_S6S8,comp_003_SSA_2/2,SSA,1.0,2025-01-01 11:37:23,2025-01-01 11:59:13,21.8
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-02_S3S4,comp_008_RT_1/2,RT,1.0,2025-01-01 11:53:44,2025-01-01 12:04:54,11.2
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-05_S6S8,comp_003_BSA_1/2,BSA,1.0,2025-01-01 12:00:13,2025-01-01 12:16:43,16.5
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-02_S3S4,comp_008_RT_2/2,RT,1.0,2025-01-01 12:05:54,2025-01-01 12:17:04,11.2
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-05_S6S8,comp_003_BSA_2/2,BSA,1.0,2025-01-01 12:17:43,2025-01-01 12:34:13,16.5
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-02_S3S4,comp_008_FT_1/2,FT,1.0,2025-01-01 12:18:04,2025-01-01 12:30:34,12.5
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-02_S3S4,comp_008_FT_2/2,FT,1.0,2025-01-01 12:31:34,2025-01-01 12:44:04,12.5
exp073,system_03,mixed,a00,3,prod_003_car_sa,car_sa,ws-05_S6S8,comp_003_CSEB-NABS,CSEB-NABS,1.0,2025-01-01 12:35:13,2025-01-01 12:35:19,0.1
exp073,system_03,mixed,a00,4,prod_004_car_sa,car_sa,ws-05_S6S8,comp_004_SSA_1/2,SSA,1.0,2025-01-01 12:39:19,2025-01-01 13:01:09,21.8
exp073,system_03,mixed,a00,8,prod_008_car_tl,car_tl,ws-02_S3S4,comp_008_CRE,CRE,1.0,2025-01-01 12:45:04,2025-01-01 12:45:10,0.1
exp073,system_03,mixed,a00,5,prod_005_car_sa,car_sa,ws-02_S3S4,comp_005_RT_1/2,RT,1.0,2025-01-01 12:49:10,2025-01-01 13:00:20,11.2
